"","sex","birth","marriage","religion","income","code_job","code_region"
"7388",1,2001,0,2,NA,NA,2
"7389",2,1979,1,2,NA,NA,2
"7390",1,2014,0,2,NA,NA,2
"7391",1,2003,0,2,NA,NA,2
"7392",2,1943,2,1,87,941,2
"7393",2,1933,2,2,NA,NA,2
"7394",1,1938,1,2,NA,NA,2
"7395",2,1940,1,2,NA,NA,2
"7396",1,1978,5,1,NA,510,5
"7397",2,1979,5,2,275,930,2
"7398",1,1971,1,2,300,312,2
"7399",2,1974,1,2,270,521,2
"7400",2,2002,0,2,NA,NA,2
"7401",2,2004,0,2,NA,NA,2
"7402",2,1946,2,2,NA,NA,2
"7403",1,1968,3,2,284,773,2
"7404",2,1996,5,2,NA,NA,2
"7405",1,1936,1,1,NA,NA,2
"7406",2,1939,1,1,NA,NA,2
"7407",1,1960,1,1,NA,NA,2
"7408",2,1962,1,1,148,952,2
"7409",2,2002,0,1,NA,NA,2
"7410",2,1942,2,1,NA,NA,2
"7411",2,1960,1,1,NA,873,2
"7412",1,1962,1,1,205,942,2
"7413",2,1988,5,2,260,283,2
"7414",1,1955,3,1,260,841,2
"7415",2,1990,5,2,60,259,2
"7416",2,1993,5,1,NA,NA,2
"7417",1,1954,3,1,NA,873,2
"7418",1,1943,1,1,NA,NA,2
"7419",2,1947,1,1,70,421,2
"7420",1,1975,5,2,NA,NA,2
"7421",1,1963,1,2,NA,873,2
"7422",2,1966,1,2,15,930,2
"7423",2,1990,5,2,145.6,313,2
"7424",2,1992,5,2,NA,NA,2
"7425",1,1997,0,2,NA,NA,2
"7426",1,1944,2,2,NA,873,2
"7427",2,1935,2,1,NA,NA,2
"7428",2,1956,2,1,NA,NA,2
"7429",1,1979,5,1,163.3,930,2
"7430",1,1937,1,2,NA,999,2
"7431",2,1942,1,2,20,999,2
"7432",1,1922,2,2,NA,NA,2
"7433",1,1956,3,2,NA,910,2
"7434",1,1944,1,2,40.8,941,2
"7435",2,1936,1,2,NA,NA,2
"7436",2,1965,1,2,NA,NA,2
"7437",2,1995,5,2,NA,NA,2
"7438",2,2000,0,2,NA,NA,2
"7439",1,1946,1,2,NA,NA,2
"7440",1,1956,1,1,410,772,2
"7441",2,1959,1,1,150,941,2
"7442",2,1986,5,1,NA,NA,2
"7443",1,1990,5,1,NA,NA,2
"7444",1,1941,1,2,NA,NA,2
"7445",2,1946,1,1,NA,NA,2
"7446",1,1969,1,1,318.3,873,2
"7447",2,1972,1,1,NA,NA,2
"7448",2,2004,0,1,NA,NA,2
"7449",1,2009,0,1,NA,NA,2
"7450",1,1972,1,2,275.16,762,5
"7451",2,1974,1,2,48,941,5
"7452",1,2003,0,2,NA,NA,5
"7453",1,1970,1,1,308.4,741,2
"7454",2,1974,1,1,137,952,2
"7455",2,2000,0,1,NA,NA,2
"7456",1,2003,0,1,NA,NA,2
"7457",1,1971,1,2,NA,521,2
"7458",2,1971,1,2,125,441,2
"7459",1,1994,5,2,NA,NA,2
"7460",2,1995,5,2,NA,NA,2
"7461",1,2001,0,2,NA,NA,2
"7462",1,1939,1,1,NA,NA,2
"7463",2,1942,1,1,NA,NA,2
"7464",2,1973,3,2,142,521,1
"7465",2,1995,5,2,NA,NA,1
"7466",2,1997,0,2,NA,NA,1
"7467",1,2000,0,2,NA,NA,1
"7468",2,1937,2,1,NA,NA,2
"7469",2,1942,3,1,NA,NA,2
"7470",2,1966,5,1,110,930,2
"7471",2,1935,2,1,NA,NA,2
"7472",1,1978,1,2,329.7,521,2
"7473",2,1978,1,2,90,313,2
"7474",2,2005,0,2,NA,NA,2
"7475",1,1967,3,2,393,235,1
"7476",1,1975,5,2,491,235,2
"7477",1,1960,3,2,200,942,2
"7478",1,1975,1,2,348.3,510,2
"7479",1,1976,1,2,330,312,2
"7480",2,1979,1,2,NA,NA,2
"7481",1,2009,0,2,NA,NA,2
"7482",2,2011,0,2,NA,NA,2
"7483",2,1976,1,2,458.3,320,2
"7484",2,2007,0,2,NA,NA,2
"7485",1,1971,1,1,NA,841,2
"7486",2,1977,1,1,223.3,312,2
"7487",2,2004,0,2,NA,NA,2
"7488",2,2006,0,2,NA,NA,2
"7489",2,2008,0,2,NA,NA,2
"7490",1,2011,0,2,NA,NA,2
"7491",1,1977,1,1,343.3,312,2
"7492",2,1975,1,1,195.5,521,2
"7493",1,2003,0,1,NA,NA,2
"7494",2,2005,0,1,NA,NA,2
"7495",1,2008,0,1,NA,NA,2
"7496",1,1979,1,2,291.7,510,2
"7497",2,1978,1,2,NA,NA,2
"7498",2,2003,0,2,NA,NA,2
"7499",2,2005,0,2,NA,NA,2
"7500",1,1945,1,1,NA,NA,2
"7501",2,1944,1,1,NA,NA,2
"7502",1,1941,5,2,NA,NA,2
"7503",1,1973,1,1,322,312,5
"7504",2,1973,1,1,300,311,5
"7505",1,2010,0,1,NA,NA,5
"7506",1,1971,1,2,347,312,2
"7507",2,1971,1,2,212,235,2
"7508",1,2002,0,2,NA,NA,2
"7509",1,1964,1,2,368.3,313,2
"7510",2,1970,1,2,260,313,2
"7511",1,1995,5,2,NA,NA,2
"7512",1,1999,0,2,NA,NA,2
"7513",1,1971,1,2,416.7,235,2
"7514",2,1972,1,2,183.3,243,2
"7515",1,1999,0,2,NA,NA,2
"7516",2,2001,0,2,NA,NA,2
"7517",1,1960,3,2,210,930,2
"7518",1,1991,5,2,NA,NA,2
"7519",2,1993,5,2,NA,NA,2
"7520",2,1964,3,2,175,259,2
"7521",2,1959,2,2,NA,NA,2
"7522",1,1992,5,2,NA,NA,2
"7523",2,1935,2,2,NA,NA,2
"7524",2,1934,2,1,NA,NA,2
"7525",1,1959,1,2,NA,510,2
"7526",2,1960,1,2,512.1,252,2
"7527",2,1985,1,2,NA,NA,2
"7528",1,1980,1,2,275,521,2
"7529",2,2011,0,2,NA,NA,2
"7530",1,2014,0,2,NA,NA,2
"7531",1,1958,1,2,222.8,236,2
"7532",2,1961,1,2,NA,NA,2
"7533",2,1987,1,1,178.5,521,2
"7534",1,1982,1,1,263.2,312,2
"7535",1,1973,1,2,416.7,411,2
"7536",2,1974,1,2,416.7,411,2
"7537",1,2000,0,2,NA,NA,2
"7538",1,2002,0,2,NA,NA,2
"7539",2,1948,1,2,NA,NA,2
"7540",1,1947,1,2,130,942,2
"7541",1,1953,1,1,NA,NA,2
"7542",2,1954,1,1,NA,NA,2
"7543",2,1983,5,1,259.5,311,2
"7544",1,1974,1,1,1043.3,134,2
"7545",2,1973,1,1,NA,NA,2
"7546",1,2001,0,1,NA,NA,2
"7547",2,2003,0,1,NA,NA,2
"7548",1,1947,1,2,NA,611,2
"7549",2,1952,1,2,120,941,2
"7550",1,1969,1,2,120,231,7
"7551",2,1968,1,2,NA,231,7
"7552",1,1999,0,2,NA,NA,7
"7553",1,2001,0,2,NA,NA,7
"7554",2,1942,2,1,NA,NA,2
"7555",2,1969,4,2,171,930,2
"7556",2,1988,5,2,158.7,313,2
"7557",1,1992,5,2,NA,NA,2
"7558",2,1964,2,1,123,441,2
"7559",2,1989,5,1,163,313,2
"7560",1,1994,5,1,NA,NA,2
"7561",1,1968,1,2,300,831,2
"7562",2,1972,1,2,NA,259,2
"7563",1,1996,5,2,NA,NA,2
"7564",1,1997,0,2,NA,NA,2
"7565",1,1960,1,2,278,892,2
"7566",2,1965,1,2,137,441,2
"7567",2,1993,5,2,NA,NA,2
"7568",2,1996,5,2,NA,NA,2
"7569",1,1940,1,1,NA,NA,2
"7570",2,1943,1,1,NA,NA,2
"7571",1,1942,1,1,108,942,2
"7572",2,1945,1,1,NA,NA,2
"7573",1,1973,1,1,183,254,2
"7574",2,1978,1,1,291.7,252,2
"7575",1,2013,0,1,NA,NA,2
"7576",1,1965,1,2,308.3,922,2
"7577",2,1967,1,2,NA,NA,2
"7578",2,1996,5,2,NA,NA,2
"7579",1,1998,0,2,NA,NA,2
"7580",1,1939,1,2,NA,NA,2
"7581",2,1936,1,2,NA,NA,2
"7582",1,2007,0,2,NA,NA,2
"7583",1,1947,1,2,NA,611,2
"7584",2,1959,1,2,NA,611,2
"7585",1,1988,5,2,180,922,2
"7586",1,1990,1,2,166.3,953,1
"7587",2,1989,1,1,NA,NA,1
"7588",1,1924,1,2,NA,NA,1
"7589",2,1937,1,2,20,941,1
"7590",2,2010,0,2,NA,NA,1
"7591",1,1958,3,2,220.8,772,1
"7592",2,1970,3,2,NA,NA,4
"7593",2,1933,2,1,NA,NA,2
"7594",2,1954,2,2,NA,NA,2
"7595",1,1983,5,2,150,874,2
"7596",1,1935,1,2,NA,611,2
"7597",2,1935,1,2,NA,611,2
"7598",1,1969,5,2,NA,NA,2
"7599",1,1959,3,2,364.8,941,2
"7600",2,1936,2,2,NA,611,2
"7601",1,1994,5,2,NA,NA,2
"7602",2,2000,0,2,NA,NA,2
"7603",1,1975,1,2,NA,873,2
"7604",2,1976,1,2,156.7,313,2
"7605",1,2002,0,2,NA,NA,2
"7606",2,2005,0,2,NA,NA,2
"7607",1,1965,1,2,198,874,2
"7608",2,1969,1,2,222,930,2
"7609",1,2000,0,2,NA,NA,2
"7610",1,2003,0,2,NA,NA,2
"7611",1,1971,1,2,NA,751,2
"7612",2,1971,1,2,NA,422,2
"7613",2,2002,0,2,NA,NA,2
"7614",2,2006,0,2,NA,NA,2
"7615",2,1951,2,2,110,941,2
"7616",1,1976,1,2,377.9,922,2
"7617",2,1981,1,2,NA,NA,2
"7618",1,1977,1,2,278,854,2
"7619",1,2007,0,2,NA,NA,2
"7620",2,1978,1,2,NA,NA,2
"7621",1,2013,0,2,NA,NA,2
"7622",1,1956,1,1,NA,611,2
"7623",2,1959,1,1,NA,441,2
"7624",1,1989,5,1,NA,NA,2
"7625",1,1992,5,1,NA,NA,2
"7626",1,1956,1,2,160,873,2
"7627",2,1961,1,2,NA,432,2
"7628",2,1995,5,2,NA,NA,2
"7629",2,1961,4,1,NA,NA,2
"7630",2,1988,5,1,148,246,2
"7631",1,1994,5,2,98,953,2
"7632",2,1969,1,1,NA,NA,2
"7633",2,1934,2,1,NA,NA,2
"7634",1,1968,1,1,NA,510,2
"7635",1,2011,0,1,NA,NA,2
"7636",2,1936,2,2,NA,NA,2
"7637",1,1972,1,2,317.5,862,2
"7638",2,1976,1,2,93,442,2
"7639",1,1996,5,2,NA,NA,2
"7640",2,2002,0,2,NA,NA,2
"7641",1,2007,0,2,NA,NA,2
"7642",2,1942,3,2,NA,NA,2
"7643",2,1940,2,1,98,941,2
"7644",2,1971,5,2,NA,NA,2
"7645",1,1965,1,1,750,320,2
"7646",2,1965,1,1,NA,NA,2
"7647",2,1997,0,1,NA,NA,2
"7648",1,1940,1,1,NA,NA,2
"7649",2,1940,1,1,NA,NA,2
"7650",1,1944,1,1,NA,611,2
"7651",2,1945,1,1,NA,611,2
"7652",1,1939,1,2,NA,NA,2
"7653",2,1938,1,2,NA,NA,2
"7654",1,1921,2,2,NA,NA,2
"7655",1,1957,1,1,NA,875,2
"7656",2,1961,1,1,NA,NA,2
"7657",1,1988,5,1,212.6,832,2
"7658",2,1989,5,1,237.1,253,2
"7659",1,1955,5,1,60,941,2
"7660",1,1960,5,1,60,941,2
"7661",1,1934,2,2,NA,NA,2
"7662",1,1952,1,2,NA,612,2
"7663",2,1951,1,1,130,422,2
"7664",1,1927,1,2,NA,NA,2
"7665",2,1929,1,2,NA,NA,2
"7666",1,1970,1,1,583.3,285,2
"7667",2,1972,1,1,118,953,2
"7668",2,2000,0,1,NA,NA,2
"7669",2,2003,0,1,NA,NA,2
"7670",2,1929,2,2,NA,NA,1
"7671",1,1966,1,1,441.6,312,2
"7672",2,1970,1,1,NA,NA,2
"7673",1,1998,0,1,NA,NA,2
"7674",1,2002,0,1,NA,NA,2
"7675",1,1975,1,1,318.4,283,5
"7676",2,1979,1,1,NA,NA,5
"7677",2,2006,0,1,NA,NA,5
"7678",1,2010,0,1,NA,NA,5
"7679",1,1934,1,1,NA,NA,2
"7680",2,1937,1,1,NA,NA,2
"7681",1,1968,1,1,333.3,521,2
"7682",2,1973,1,1,291.6,530,2
"7683",2,1999,0,1,NA,NA,2
"7684",1,2001,0,1,NA,NA,2
"7685",1,1939,1,2,NA,NA,2
"7686",2,1946,1,1,100,941,2
"7687",1,1971,1,1,310,259,2
"7688",2,1974,1,1,78.7,999,2
"7689",2,2004,0,1,NA,NA,2
"7690",1,2007,0,1,NA,NA,2
"7691",1,1976,1,2,666.7,521,2
"7692",2,1977,1,2,NA,NA,2
"7693",2,2004,0,2,NA,NA,2
"7694",1,2005,0,2,NA,NA,2
"7695",1,1961,1,1,NA,272,2
"7696",2,1963,1,1,84,951,2
"7697",2,1991,5,1,NA,NA,2
"7698",1,1995,5,1,NA,NA,2
"7699",2,2000,0,1,NA,NA,2
"7700",2,1968,2,2,320,530,1
"7701",2,1995,5,2,95.3,442,1
"7702",1,2000,0,2,NA,NA,1
"7703",2,1934,2,1,NA,NA,2
"7704",1,1971,1,2,223.3,851,2
"7705",2,1973,1,2,NA,NA,2
"7706",2,1966,2,2,60,441,2
"7707",1,1991,5,2,40,285,2
"7708",2,1994,5,2,96,442,2
"7709",2,1996,5,2,NA,NA,2
"7710",1,1997,0,2,NA,NA,2
"7711",1,1963,1,2,175,762,2
"7712",2,1970,1,2,340,285,2
"7713",2,1994,5,2,NA,NA,2
"7714",1,1995,5,2,NA,NA,2
"7715",1,2003,0,2,NA,NA,2
"7716",2,1960,1,1,NA,NA,2
"7717",2,2002,0,1,NA,NA,2
"7718",1,1961,1,1,120,612,2
"7719",1,1942,1,2,NA,873,2
"7720",2,1947,1,1,NA,NA,2
"7721",2,1940,2,2,70,941,2
"7722",1,1966,5,2,50,941,2
"7723",1,1958,1,1,180,873,2
"7724",2,1952,1,1,NA,NA,2
"7725",2,1976,1,1,NA,NA,2
"7726",1,2004,0,1,NA,NA,2
"7727",2,1998,0,1,NA,NA,2
"7728",2,1997,0,1,NA,NA,2
"7729",1,1969,1,1,240,851,2
"7730",1,1967,1,2,NA,823,2
"7731",2,1974,1,2,NA,823,2
"7732",1,1999,0,2,NA,NA,2
"7733",2,1999,0,2,NA,NA,2
"7734",1,1955,1,1,369.3,743,2
"7735",2,1955,1,1,NA,NA,2
"7736",1,1978,1,1,286.1,930,6
"7737",1,1983,5,1,303.6,521,2
"7738",2,1984,1,1,NA,NA,6
"7739",2,1970,3,1,NA,248,2
"7740",1,1967,1,2,255,772,2
"7741",2,1962,1,2,NA,NA,2
"7742",1,2003,0,2,NA,NA,2
"7743",2,1944,3,1,NA,NA,2
"7744",1,1945,1,1,NA,611,2
"7745",2,1947,1,1,NA,NA,2
"7746",1,1948,1,2,NA,NA,2
"7747",2,1947,1,2,NA,NA,2
"7748",1,1949,1,2,NA,NA,2
"7749",2,1958,1,2,NA,NA,2
"7750",1,1937,1,2,NA,611,2
"7751",2,1940,1,1,NA,991,2
"7752",1,1968,3,2,NA,NA,2
"7753",1,1947,1,2,NA,611,2
"7754",2,1954,1,2,88,999,2
"7755",1,1948,2,1,NA,762,2
"7756",2,1947,1,2,NA,NA,2
"7757",1,1966,1,1,189.6,799,2
"7758",2,1969,1,1,NA,NA,2
"7759",2,1996,5,1,NA,NA,2
"7760",1,1950,1,2,174,953,2
"7761",2,1958,1,1,NA,521,2
"7762",2,1981,5,2,208,253,2
"7763",2,1983,5,2,188,312,2
"7764",2,1938,2,1,NA,NA,2
"7765",2,1970,5,1,NA,NA,2
"7766",1,1960,5,2,126.4,930,2
"7767",1,1933,1,2,NA,NA,2
"7768",2,1930,1,2,NA,NA,2
"7769",2,1937,2,1,NA,NA,2
"7770",1,1937,1,1,NA,611,2
"7771",2,1940,1,1,NA,611,2
"7772",2,1938,2,2,NA,NA,2
"7773",1,1971,3,2,NA,510,2
"7774",2,2002,0,2,NA,NA,2
"7775",2,2005,0,2,NA,NA,2
"7776",1,2007,0,2,NA,NA,2
"7777",2,1944,1,2,NA,NA,2
"7778",1,1943,2,2,NA,NA,2
"7779",1,1969,1,1,464.2,252,2
"7780",2,1969,1,1,NA,NA,2
"7781",1,1999,0,2,NA,NA,2
"7782",1,2002,0,2,NA,NA,2
"7783",1,2007,0,2,NA,NA,2
"7784",1,2010,0,2,NA,NA,2
"7785",1,1960,1,1,187,952,2
"7786",2,1963,1,1,NA,NA,2
"7787",1,1998,0,1,NA,NA,2
"7788",2,2000,0,1,NA,NA,2
"7789",1,1968,1,1,358.4,312,2
"7790",2,1971,1,1,198.4,313,2
"7791",2,1998,0,1,NA,NA,2
"7792",1,1999,0,1,NA,NA,2
"7793",1,1971,1,1,363,930,2
"7794",2,1976,1,1,50,254,2
"7795",1,2002,0,1,NA,NA,2
"7796",1,2005,0,1,NA,NA,2
"7797",1,2007,0,1,NA,NA,2
"7798",1,1950,1,2,NA,611,2
"7799",2,1955,1,1,180,421,2
"7800",1,1972,1,2,766.6,510,2
"7801",2,1975,1,2,NA,NA,2
"7802",2,2003,0,2,NA,NA,2
"7803",1,2008,0,2,NA,NA,2
"7804",1,1962,1,1,NA,441,2
"7805",2,1964,1,1,NA,442,2
"7806",2,1998,0,1,NA,NA,2
"7807",2,2000,0,1,NA,NA,2
"7808",1,1953,1,1,NA,611,2
"7809",2,1954,1,1,NA,611,2
"7810",1,1921,1,1,NA,NA,2
"7811",2,1930,1,1,NA,NA,2
"7812",1,1956,1,1,666.6,132,2
"7813",2,1961,1,1,NA,611,2
"7814",1,1984,1,2,226.5,311,2
"7815",1,1987,5,1,NA,NA,2
"7816",2,1932,2,1,NA,NA,2
"7817",2,1985,1,2,138,311,2
"7818",1,1944,1,2,NA,613,2
"7819",2,1948,1,2,NA,613,2
"7820",1,1936,1,2,NA,611,2
"7821",2,1937,1,2,NA,NA,2
"7822",1,1936,1,2,NA,NA,2
"7823",2,1947,1,2,153,952,2
"7824",1,1942,1,2,NA,611,2
"7825",2,1946,1,2,NA,NA,2
"7826",2,1923,2,2,NA,NA,2
"7827",2,1932,2,1,NA,NA,2
"7828",2,1929,2,1,NA,NA,2
"7829",1,1954,1,2,NA,611,2
"7830",2,1958,1,2,NA,611,2
"7831",1,1981,5,2,NA,431,2
"7832",1,1930,1,2,NA,NA,2
"7833",2,1933,1,2,NA,NA,2
"7834",1,1964,1,2,NA,NA,2
"7835",2,1967,1,1,275,710,2
"7836",2,1995,5,2,NA,NA,2
"7837",1,1933,1,2,NA,NA,2
"7838",2,1932,1,2,NA,NA,2
"7839",1,1954,1,2,183.3,941,2
"7840",2,1957,1,2,NA,NA,2
"7841",1,1981,1,2,225,151,2
"7842",2,1977,1,2,NA,NA,2
"7843",2,2013,0,2,NA,NA,2
"7844",1,2013,0,2,NA,NA,2
"7845",1,2013,0,2,NA,NA,2
"7846",1,1953,1,2,NA,611,2
"7847",2,1956,1,2,NA,611,2
"7848",1,1938,1,2,NA,611,2
"7849",2,1937,1,2,NA,NA,2
"7850",1,1946,1,2,NA,613,2
"7851",2,1949,1,2,NA,613,2
"7852",2,1942,3,1,NA,NA,2
"7853",1,1974,1,2,NA,899,2
"7854",2,1975,1,2,NA,399,2
"7855",2,2003,0,2,NA,NA,2
"7856",2,1942,2,1,109,930,2
"7857",1,2009,0,2,NA,NA,2
"7858",1,1955,1,1,NA,NA,6
"7859",2,1958,1,1,NA,NA,6
"7860",2,1931,2,2,NA,NA,2
"7861",2,1943,2,2,NA,NA,2
"7862",1,1968,4,2,NA,875,6
"7863",1,2012,0,2,NA,NA,6
"7864",2,1932,2,1,NA,611,2
"7865",1,1938,1,2,NA,NA,2
"7866",2,1940,1,2,NA,NA,2
"7867",1,1962,1,2,NA,254,2
"7868",2,1966,1,2,NA,254,2
"7869",1,1991,5,2,NA,NA,2
"7870",2,1934,2,1,NA,NA,2
"7871",1,1947,1,1,NA,242,2
"7872",2,1948,1,1,NA,248,2
"7873",1,1962,1,2,NA,432,2
"7874",2,1965,1,1,NA,422,2
"7875",1,1991,5,2,120,953,2
"7876",1,1960,1,2,NA,611,2
"7877",2,1963,1,1,NA,951,2
"7878",2,1989,1,1,NA,NA,7
"7879",2,1991,5,2,230,246,2
"7880",1,1976,1,1,416.7,211,7
"7881",1,2012,0,1,NA,NA,7
"7882",1,1942,1,1,NA,611,2
"7883",2,1947,1,1,NA,611,2
"7884",1,1982,1,2,NA,NA,2
"7885",2,1981,1,2,NA,NA,2
"7886",1,1977,1,1,225,922,2
"7887",2,1975,1,1,NA,NA,2
"7888",1,2013,0,1,NA,NA,2
"7889",1,1970,1,2,NA,441,2
"7890",2,1975,1,2,NA,442,2
"7891",1,1999,0,2,NA,NA,2
"7892",1,2003,0,2,NA,NA,2
"7893",1,1931,1,1,NA,NA,2
"7894",2,1947,1,1,NA,NA,2
"7895",1,1945,1,2,NA,611,6
"7896",1,1982,1,2,340.3,930,2
"7897",2,1955,1,1,72,441,6
"7898",2,1923,2,1,NA,NA,6
"7899",2,1984,1,2,NA,NA,2
"7900",2,2012,0,2,NA,NA,2
"7901",1,2013,0,2,NA,NA,2
"7902",1,1971,1,2,320,873,2
"7903",2,1971,1,2,180,313,2
"7904",1,1996,5,2,NA,NA,2
"7905",2,1999,0,2,NA,NA,2
"7906",1,1970,1,1,315.3,873,2
"7907",2,1970,1,1,NA,953,2
"7908",2,2004,0,1,NA,NA,2
"7909",2,2012,0,1,NA,NA,2
"7910",1,1964,1,2,150,873,2
"7911",2,1982,1,2,NA,NA,2
"7912",2,2006,0,2,NA,NA,2
"7913",2,2010,0,2,NA,NA,2
"7914",1,1970,5,2,319.3,930,2
"7915",1,1970,1,2,242.5,772,2
"7916",2,1973,1,1,NA,NA,2
"7917",1,1998,0,2,NA,NA,2
"7918",1,2002,0,2,NA,NA,2
"7919",2,1932,2,1,NA,NA,2
"7920",2,1922,2,2,NA,NA,2
"7921",1,1978,1,1,NA,873,2
"7922",2,1979,1,1,100,313,2
"7923",2,2003,0,1,NA,NA,2
"7924",2,2008,0,1,NA,NA,2
"7925",1,1933,6,1,NA,NA,2
"7926",2,1936,2,1,NA,NA,2
"7927",2,1967,5,1,NA,NA,2
"7928",2,1950,2,1,90,941,2
"7929",2,1934,2,1,NA,NA,2
"7930",1,1963,1,1,250,510,2
"7931",2,1968,1,1,831.7,132,2
"7932",2,1994,5,1,NA,NA,2
"7933",1,2000,0,1,NA,NA,2
"7934",2,1943,2,1,NA,NA,2
"7935",1,1961,1,1,230,941,2
"7936",2,1967,1,1,NA,611,2
"7937",1,1991,5,1,NA,NA,2
"7938",2,1993,5,1,NA,NA,2
"7939",1,1948,1,2,NA,NA,2
"7940",2,1947,1,1,NA,NA,2
"7941",1,1937,1,1,NA,NA,2
"7942",2,1941,1,1,NA,NA,2
"7943",1,1963,1,1,NA,521,2
"7944",2,1958,1,1,NA,442,2
"7945",1,1944,3,2,NA,NA,2
"7946",1,1952,1,2,NA,NA,2
"7947",2,1955,1,2,NA,NA,2
"7948",2,1986,5,2,NA,NA,2
"7949",1,1933,1,1,NA,NA,2
"7950",2,1937,1,1,NA,NA,2
"7951",2,1932,2,2,NA,NA,1
"7952",1,1939,1,2,NA,NA,2
"7953",2,1935,1,2,NA,NA,2
"7954",1,1953,1,2,NA,NA,2
"7955",2,1958,1,2,121.3,442,2
"7956",2,1923,2,1,NA,611,2
"7957",1,1983,5,2,NA,441,2
"7958",2,1955,2,1,188,611,2
"7959",1,1981,1,1,NA,611,2
"7960",1,1932,1,1,NA,NA,2
"7961",2,1932,1,1,NA,NA,2
"7962",2,1981,1,1,178,243,2
"7963",1,2006,0,1,NA,NA,2
"7964",1,2010,0,1,NA,NA,2
"7965",1,1979,5,1,NA,521,2
"7966",1,1945,1,1,500,613,2
"7967",2,1949,1,1,NA,NA,2
"7968",2,1954,2,1,78,951,2
"7969",1,1975,5,1,265.5,841,2
"7970",1,1937,1,1,NA,611,2
"7971",2,1937,1,1,NA,611,2
"7972",2,1962,2,1,120,530,2
"7973",2,1988,5,1,NA,NA,2
"7974",1,1990,5,1,NA,NA,2
"7975",1,1960,1,2,NA,611,2
"7976",2,1963,1,2,NA,611,2
"7977",1,2000,0,2,NA,NA,2
"7978",1,1942,1,2,NA,611,2
"7979",2,1947,1,2,NA,953,2
"7980",1,1931,2,2,NA,NA,2
"7981",1,1970,3,2,NA,611,2
"7982",2,2009,0,2,NA,NA,2
"7983",1,1971,1,2,NA,611,2
"7984",2,1976,1,2,108.4,314,2
"7985",1,2007,0,2,NA,NA,2
"7986",1,1938,1,2,NA,611,2
"7987",2,1942,1,2,NA,611,2
"7988",1,1938,1,2,NA,611,2
"7989",2,1939,1,2,NA,NA,2
"7990",2,1937,2,2,NA,NA,2
"7991",1,1974,1,1,NA,120,2
"7992",2,1974,1,1,NA,NA,2
"7993",1,2005,0,1,NA,NA,2
"7994",2,2009,0,1,NA,NA,2
"7995",2,2011,0,1,NA,NA,2
"7996",1,1975,1,2,NA,773,2
"7997",2,1975,1,2,NA,NA,2
"7998",2,2005,0,2,NA,NA,2
"7999",1,1970,1,1,NA,231,2
"8000",2,1974,1,1,NA,NA,2
"8001",2,2000,0,1,NA,NA,2
"8002",2,2003,0,1,NA,NA,2
"8003",2,2006,0,1,NA,NA,2
"8004",1,1972,1,1,NA,751,2
"8005",2,1974,1,1,NA,NA,2
"8006",2,2002,0,1,NA,NA,2
"8007",2,2006,0,1,NA,NA,2
"8008",1,1962,1,2,530,411,2
"8009",2,1965,1,2,NA,NA,2
"8010",2,1989,5,2,235,312,2
"8011",2,1993,5,2,NA,NA,2
"8012",1,1969,1,2,200,412,2
"8013",2,1968,1,2,100,921,2
"8014",2,1994,5,2,180,432,2
"8015",2,1998,0,2,NA,NA,2
"8016",1,1967,1,2,147,772,2
"8017",2,1969,1,2,400,422,2
"8018",2,1998,0,2,NA,NA,2
"8019",2,2001,0,2,NA,NA,2
"8020",1,2004,0,2,NA,NA,2
"8021",2,1942,2,1,NA,NA,2
"8022",1,1940,1,1,NA,NA,2
"8023",2,1944,1,1,85,941,2
"8024",2,1954,3,1,80,941,2
"8025",2,1953,3,1,178.2,421,2
"8026",2,1980,5,2,144.8,521,2
"8027",1,1938,1,2,NA,NA,2
"8028",2,1938,1,2,NA,NA,2
"8029",1,1977,5,2,300,762,2
"8030",2,1950,2,1,NA,NA,2
"8031",1,1935,2,2,77.4,930,2
"8032",1,1976,5,1,358,873,2
"8033",2,1946,2,1,NA,NA,2
"8034",1,1971,1,1,446.7,312,2
"8035",2,1971,1,1,91,421,2
"8036",2,2002,0,1,NA,NA,2
"8037",1,2007,0,1,NA,NA,2
"8038",1,1955,1,2,NA,873,2
"8039",2,1958,1,1,137.9,951,2
"8040",1,1988,5,1,NA,NA,2
"8041",2,1998,0,2,NA,NA,2
"8042",2,1941,2,1,NA,NA,2
"8043",1,1981,5,2,349.7,510,2
"8044",2,1946,2,1,32.9,953,2
"8045",1,1963,1,2,359.4,873,2
"8046",2,1969,1,2,77.3,442,2
"8047",2,1994,5,2,NA,NA,2
"8048",1,1996,5,2,NA,314,2
"8049",1,1998,0,2,NA,NA,2
"8050",1,1929,1,2,NA,NA,2
"8051",2,1939,1,2,NA,NA,2
"8052",1,1970,1,2,358,224,2
"8053",2,1973,1,2,NA,NA,2
"8054",2,1999,0,2,NA,NA,2
"8055",2,2001,0,2,NA,NA,2
"8056",1,1942,1,1,NA,NA,2
"8057",2,1948,1,1,131,442,2
"8058",1,1974,5,1,211,313,2
"8059",1,1965,1,2,NA,442,2
"8060",2,1971,1,2,NA,441,2
"8061",1,1995,5,2,NA,NA,2
"8062",1,1998,0,2,NA,NA,2
"8063",1,2001,0,2,NA,NA,2
"8064",2,1943,1,2,NA,NA,7
"8065",1,1940,1,2,20,999,7
"8066",1,1928,1,1,NA,NA,2
"8067",2,1930,1,1,NA,NA,2
"8068",2,1970,1,1,323,248,2
"8069",1,1966,1,1,200,922,2
