"","sex","birth","marriage","religion","income","code_job","code_region"
"714",2,1958,1,1,NA,NA,1
"715",2,1963,5,2,NA,NA,1
"716",2,1989,5,2,NA,NA,1
"717",1,1948,1,1,NA,873,1
"718",2,1954,1,1,NA,NA,1
"719",2,1979,1,2,NA,NA,1
"720",1,1979,1,2,286.16,873,1
"721",2,2011,0,2,NA,NA,1
"722",1,2013,0,2,NA,NA,1
"723",1,1957,1,1,NA,773,1
"724",2,1955,1,1,NA,NA,1
"725",1,1968,1,2,520.8,871,1
"726",2,1971,1,2,NA,NA,1
"727",1,1999,0,2,NA,NA,1
"728",1,1958,2,1,NA,773,1
"729",2,1990,5,1,NA,NA,1
"730",1,1993,5,1,NA,NA,1
"731",1,1955,1,2,417,141,1
"732",2,1962,1,2,167,391,1
"733",2,1986,5,2,NA,NA,1
"734",1,1990,5,2,NA,NA,1
"735",2,1950,5,2,NA,NA,1
"736",2,1930,2,1,NA,NA,1
"737",1,1933,1,1,NA,NA,1
"738",2,1939,1,1,NA,NA,1
"739",1,1965,5,1,NA,NA,1
"740",2,1940,2,1,NA,NA,1
"741",1,1942,3,1,NA,941,1
"742",1,1975,1,2,393.2,510,1
"743",2,1980,1,2,NA,NA,1
"744",1,2007,0,2,NA,NA,1
"745",2,2009,0,2,NA,NA,1
"746",1,1952,1,1,NA,NA,1
"747",2,1960,1,1,NA,NA,1
"748",2,1982,1,1,165.6,892,1
"749",1,1984,5,1,NA,NA,1
"750",1,1935,1,2,NA,NA,1
"751",2,1942,1,1,NA,NA,1
"752",1,1973,1,1,NA,773,1
"753",2,1976,1,1,NA,NA,1
"754",1,1935,1,2,NA,620,1
"755",2,1941,1,2,NA,NA,1
"756",1,1926,2,2,NA,NA,1
"757",1,1949,1,1,100,942,1
"758",2,1955,1,1,123.8,930,1
"759",2,1990,5,1,222.5,312,1
"760",1,1937,1,1,NA,NA,1
"761",2,1936,1,1,NA,NA,1
"762",2,1988,5,2,NA,521,2
"763",2,1990,5,1,212,521,2
"764",2,1992,5,1,183,312,2
"765",1,1954,1,2,185,941,2
"766",2,1960,1,1,NA,951,2
"767",2,1934,2,1,NA,NA,1
"768",1,1963,5,1,NA,NA,1
"769",1,1968,5,2,NA,773,1
"770",2,1945,2,2,NA,NA,1
"771",2,1991,5,1,135,313,1
"772",1,1993,5,1,NA,NA,1
"773",1,1970,5,2,NA,NA,1
"774",1,1970,5,2,NA,NA,1
"775",1,1975,1,1,350.6,231,1
"776",2,1968,1,1,NA,274,1
"777",2,2005,0,1,NA,NA,1
"778",2,2007,0,1,NA,NA,1
"779",2,1971,5,2,340,131,1
"780",1,1946,1,1,NA,823,1
"781",2,1951,1,1,NA,999,1
"782",2,1979,1,1,375,311,1
"783",1,1978,1,1,405.8,311,1
"784",2,2007,0,1,NA,NA,1
"785",1,2010,0,1,NA,NA,1
"786",1,1945,1,1,NA,NA,1
"787",2,1951,1,1,NA,NA,1
"788",1,1982,1,1,NA,135,1
"789",2,1990,1,1,162,313,1
"790",1,1967,1,2,202,151,1
"791",2,1970,1,2,93,521,1
"792",1,1995,5,2,NA,NA,1
"793",2,1999,0,2,NA,NA,1
"794",2,1933,2,1,NA,NA,2
"795",1,1947,1,1,NA,910,1
"796",2,1942,1,1,NA,NA,1
"797",1,1993,5,2,NA,NA,1
"798",2,1995,5,2,132.5,313,1
"799",2,1942,2,1,NA,NA,1
"800",1,1961,5,2,NA,772,1
"801",1,1932,1,2,NA,NA,1
"802",2,1939,1,2,NA,NA,1
"803",2,1978,5,2,175,313,1
"804",1,1983,5,1,150,761,1
"805",1,1949,3,1,NA,NA,1
"806",2,1927,2,1,NA,NA,1
"807",1,1945,1,2,NA,NA,1
"808",2,1951,1,1,NA,NA,1
"809",2,1965,3,2,186.8,441,1
"810",2,1986,5,2,150,286,1
"811",1,1969,1,2,NA,772,1
"812",2,1930,2,2,NA,NA,1
"813",2,1992,1,2,NA,NA,1
"814",2,2014,0,2,NA,NA,1
"815",1,1945,1,2,NA,NA,1
"816",2,1949,1,2,NA,NA,1
"817",1,1968,1,2,NA,254,2
"818",2,1969,1,2,NA,254,2
"819",1,1997,0,2,NA,NA,2
"820",1,1959,1,1,269,873,2
"821",2,1960,1,1,30.8,941,2
"822",2,1986,1,2,NA,NA,2
"823",1,1980,1,2,407,431,2
"824",2,1964,3,1,164.7,521,1
"825",1,1962,1,1,150,259,1
"826",2,1965,1,1,NA,NA,1
"827",2,1991,5,1,NA,NA,1
"828",1,1994,5,1,NA,NA,1
"829",1,1935,3,1,NA,NA,1
"830",1,1956,1,1,NA,930,1
"831",2,1959,1,1,NA,930,1
"832",2,1993,5,1,120,710,1
"833",1,1988,5,1,275,399,1
"834",1,1965,1,2,NA,811,1
"835",2,1965,1,2,NA,811,1
"836",2,1992,5,2,NA,NA,1
"837",2,1996,5,2,NA,NA,1
"838",1,1964,1,1,375.1,312,1
"839",2,1966,1,1,120,421,1
"840",1,1990,5,1,NA,930,1
"841",2,1997,0,1,NA,NA,1
"842",2,1953,3,1,NA,NA,1
"843",1,1951,3,2,NA,NA,1
"844",2,1980,5,2,333,510,1
"845",2,1944,1,1,NA,530,1
"846",1,1939,1,2,NA,NA,1
"847",1,1950,1,2,NA,NA,1
"848",2,1954,1,2,NA,NA,1
"849",2,1984,1,2,195,314,1
"850",2,1987,5,2,233,243,1
"851",1,1978,1,2,373,272,1
"852",2,1960,3,1,56,951,1
"853",2,1992,5,1,135,314,2
"854",2,1995,5,1,NA,NA,1
"855",2,1974,1,1,192.5,521,1
"856",1,1975,1,1,165,441,1
"857",1,1968,1,2,375,873,1
"858",2,1971,1,2,150,429,1
"859",2,1997,0,2,NA,NA,1
"860",1,1969,1,2,760,213,1
"861",2,1970,1,2,NA,NA,1
"862",2,2002,0,2,NA,NA,1
"863",1,1958,1,2,250,863,1
"864",2,1958,1,2,NA,NA,1
"865",2,1960,4,2,NA,521,1
"866",2,1984,5,2,NA,NA,1
"867",1,1957,1,2,NA,521,5
"868",2,1960,1,2,NA,521,5
"869",2,1995,5,2,258.3,320,5
"870",2,1995,5,2,155.5,392,1
"871",1,1968,1,2,NA,842,1
"872",2,1971,1,1,56,421,1
"873",1,1998,0,2,NA,NA,1
"874",1,2001,0,2,NA,NA,1
"875",1,1952,1,1,295,141,1
"876",2,1952,1,1,NA,951,1
"877",2,1978,1,1,321,252,1
"878",2,1983,5,1,NA,281,1
"879",1,1975,1,1,NA,NA,1
"880",1,2008,0,1,NA,NA,1
"881",2,2010,0,1,NA,NA,1
"882",1,1953,1,2,NA,NA,1
"883",2,1960,1,1,NA,442,1
"884",2,1980,1,1,NA,NA,1
"885",2,1983,1,1,NA,NA,2
"886",1,1979,1,1,483,239,1
"887",2,2010,0,1,NA,NA,1
"888",1,1977,1,2,210,311,2
"889",1,1958,1,2,NA,741,1
"890",2,1965,1,2,NA,952,1
"891",2,1993,5,2,NA,NA,1
"892",2,1995,5,2,NA,NA,1
"893",2,1932,2,1,NA,NA,1
"894",1,1965,3,2,NA,910,1
"895",1,1939,1,2,93.1,941,1
"896",2,1947,1,2,93.1,941,1
"897",2,1945,2,1,20,421,1
"898",2,1930,2,1,NA,NA,1
"899",2,1937,2,1,NA,NA,1
"900",2,1940,2,1,NA,NA,1
"901",1,1966,3,1,NA,521,1
"902",2,1995,5,1,NA,442,1
"903",2,1996,5,1,NA,NA,1
"904",2,1949,2,1,NA,NA,1
"905",2,1945,2,2,NA,NA,1
"906",2,1930,2,1,NA,NA,1
"907",1,1935,1,2,NA,NA,1
"908",2,1937,1,2,NA,NA,1
"909",1,1949,1,2,100,283,2
"910",2,1956,1,1,NA,NA,2
"911",2,1979,5,2,NA,NA,2
"912",2,1956,3,2,NA,441,1
"913",2,1988,5,2,221.6,521,1
"914",1,1932,1,2,NA,NA,1
"915",2,1942,1,1,NA,NA,1
"916",1,1960,1,1,417,780,1
"917",2,1965,1,1,NA,NA,1
"918",2,1996,5,1,NA,NA,1
"919",1,1950,1,2,NA,422,1
"920",2,1957,1,2,NA,NA,1
"921",1,1980,1,2,336,284,2
"922",1,1982,5,2,300,134,1
"923",2,1982,1,2,83,284,2
"924",2,1970,2,1,77,259,1
"925",1,2000,0,1,NA,NA,1
"926",1,2001,0,1,NA,NA,1
"927",1,1966,1,1,NA,NA,1
"928",2,1970,1,1,40,951,1
"929",2,1998,0,1,NA,NA,1
"930",2,2000,0,1,NA,NA,1
"931",1,1940,1,2,NA,611,1
"932",2,1944,1,1,NA,NA,1
"933",1,1972,5,2,178,799,1
"934",2,1940,2,1,NA,NA,1
"935",2,1958,3,2,199.5,442,1
"936",2,1984,5,2,155,314,1
"937",1,1946,1,1,NA,274,1
"938",2,1950,1,1,NA,NA,1
"939",1,1969,1,2,285,521,1
"940",2,1972,1,2,122,441,1
"941",2,2001,0,2,NA,NA,1
"942",2,2003,0,2,NA,NA,1
"943",1,1960,1,2,NA,910,1
"944",2,1962,1,1,NA,442,1
"945",1,1942,1,1,120,942,1
"946",2,1941,1,1,NA,NA,1
"947",1,1952,1,2,NA,521,1
"948",2,1956,1,2,NA,953,1
"949",2,1982,1,2,266.6,313,1
"950",1,1976,1,2,460.1,780,1
"951",1,2009,0,2,NA,NA,1
"952",1,1939,1,2,NA,NA,1
"953",2,1943,1,1,NA,NA,1
"954",2,1932,2,1,NA,NA,2
"955",2,1990,1,2,150,247,2
"956",1,1986,1,2,255,510,2
"957",1,1948,1,2,NA,NA,1
"958",2,1952,1,2,119,941,1
"959",1,1945,1,1,NA,NA,1
"960",2,1947,1,1,NA,NA,1
"961",1,1957,1,1,NA,772,1
"962",2,1962,1,1,NA,NA,1
"963",2,1981,5,1,100,391,1
"964",1,1983,5,1,190,442,1
"965",2,1954,2,1,75.75,952,1
"966",2,1975,5,1,322.58,285,1
"967",1,1939,1,2,NA,NA,1
"968",2,1946,1,1,NA,NA,1
"969",1,1968,1,1,553,271,1
"970",2,1969,1,1,NA,NA,1
"971",2,1997,0,1,NA,NA,1
"972",1,2000,0,1,NA,NA,1
"973",1,1964,1,1,NA,NA,1
"974",2,1972,1,1,NA,930,1
"975",2,2001,0,1,NA,NA,1
"976",1,2002,0,1,NA,NA,1
"977",1,1962,1,1,535,235,1
"978",2,1961,1,1,NA,NA,1
"979",2,1986,5,1,150,313,1
"980",1,1943,1,2,NA,NA,1
"981",2,1946,1,2,NA,NA,1
"982",1,1940,1,1,NA,NA,1
"983",2,1942,1,1,NA,NA,1
"984",2,1947,3,2,NA,NA,7
"985",2,1954,2,2,NA,NA,1
"986",1,1942,1,2,NA,NA,1
"987",2,1947,1,2,NA,NA,1
"988",1,1975,1,1,343.3,274,1
"989",2,1981,1,1,NA,NA,1
"990",1,2011,0,2,NA,NA,1
"991",1,2013,0,2,NA,NA,1
"992",2,1944,3,1,NA,NA,1
"993",2,1935,2,2,NA,NA,1
"994",1,1929,1,2,NA,NA,1
"995",2,1936,1,1,NA,NA,1
"996",1,1945,1,2,NA,530,1
"997",2,1947,1,2,NA,NA,1
"998",1,1963,1,1,NA,873,1
"999",2,1960,1,1,400,510,1
"1000",1,1955,1,1,129,510,1
"1001",2,1956,1,1,90,521,1
"1002",2,1987,1,1,NA,NA,1
"1003",2,1989,5,1,170,314,1
"1004",1,1981,1,1,500,312,1
"1005",1,1956,1,2,492,873,1
"1006",2,1964,1,2,NA,NA,1
"1007",2,1985,5,2,NA,NA,1
"1008",2,1960,2,1,NA,NA,2
"1009",1,1970,1,1,NA,751,5
"1010",2,1972,1,1,129.62,313,5
"1011",1,1999,0,1,NA,NA,5
"1012",1,2001,0,1,NA,NA,5
"1013",2,1940,2,1,NA,NA,1
"1014",1,1971,5,1,NA,NA,1
"1015",2,1997,0,2,NA,NA,1
"1016",1,1936,1,1,NA,NA,1
"1017",2,1939,1,1,NA,NA,1
"1018",2,1976,5,1,175,530,1
"1019",2,1946,2,1,NA,NA,1
"1020",1,1972,1,1,462.5,411,1
"1021",2,1974,1,1,66.6,530,1
"1022",2,2000,0,1,NA,NA,1
"1023",1,2004,0,1,NA,NA,1
"1024",2,1964,1,2,NA,611,7
"1025",1,1952,1,2,NA,611,7
"1026",1,1956,1,1,126,873,1
"1027",2,1964,1,1,170,442,1
"1028",2,1992,5,1,NA,NA,1
"1029",2,1995,5,1,130,429,1
"1030",1,1963,1,1,578,772,1
"1031",2,1967,1,1,NA,NA,1
"1032",2,1992,5,1,NA,NA,1
"1033",2,1994,5,1,141,313,1
"1034",1,2003,0,1,NA,NA,1
"1035",1,1939,1,1,NA,873,1
"1036",2,1946,1,1,NA,NA,1
"1037",1,1967,1,2,596.7,312,1
"1038",2,1966,1,2,NA,NA,1
"1039",1,1996,5,2,NA,NA,1
"1040",1,1970,5,2,NA,762,7
"1041",2,1942,2,2,20,421,7
"1042",1,1973,5,2,NA,NA,7
"1043",1,1948,1,2,NA,NA,1
"1044",1,1981,5,2,425.3,222,1
"1045",2,1953,1,2,NA,NA,1
"1046",2,1931,2,1,NA,NA,1
"1047",1,1969,1,2,650,312,2
"1048",2,1971,1,2,80,259,2
"1049",1,1998,0,2,NA,NA,2
"1050",2,2001,0,2,NA,NA,2
"1051",1,1974,1,2,419.7,922,1
"1052",2,1976,1,2,NA,NA,1
"1053",1,2005,0,2,NA,NA,1
"1054",2,2007,0,2,NA,NA,1
"1055",1,1974,1,1,708,274,2
"1056",2,1975,1,1,379,252,2
"1057",2,2004,0,1,NA,NA,2
"1058",1,1971,1,2,458.3,313,1
"1059",2,1979,1,2,399.1,252,1
"1060",1,2005,0,2,NA,NA,1
"1061",1,2007,0,2,NA,NA,1
"1062",1,2013,0,2,NA,NA,1
"1063",1,1969,1,1,387,892,2
"1064",2,1969,1,1,118.3,953,2
"1065",2,2001,0,1,NA,NA,2
"1066",2,2002,0,1,NA,NA,2
"1067",1,1970,1,1,933.6,221,1
"1068",2,1971,1,1,NA,NA,1
"1069",1,1997,0,1,NA,NA,1
"1070",2,2003,0,1,NA,NA,1
"1071",1,1962,1,2,916.7,274,2
"1072",2,1971,1,2,383.3,312,2
"1073",2,2007,0,2,NA,NA,2
"1074",2,1960,5,2,200,251,1
"1075",2,1957,3,2,148,951,1
"1076",2,1982,1,2,NA,NA,2
"1077",2,1985,5,2,150,399,1
"1078",1,1982,1,2,283,510,2
"1079",2,2014,0,2,NA,NA,2
"1080",1,1949,1,1,NA,NA,1
"1081",2,1952,1,1,NA,NA,1
"1082",1,1972,5,1,NA,NA,1
"1083",1,1974,1,2,433.3,239,2
"1084",2,1977,1,2,NA,NA,2
"1085",2,2013,0,2,NA,NA,2
"1086",2,1940,2,1,NA,NA,1
"1087",1,1941,1,2,NA,NA,1
"1088",2,1942,1,1,120,999,1
"1089",2,1935,2,1,NA,NA,1
"1090",1,1953,1,1,298,510,1
"1091",2,1956,1,1,200,243,1
"1092",1,1983,5,1,179,313,1
"1093",1,1952,1,2,NA,773,1
"1094",2,1956,1,1,NA,NA,1
"1095",1,1983,5,2,NA,NA,1
"1096",1,1952,1,2,416,313,1
"1097",2,1950,1,2,NA,NA,1
"1098",1,1979,1,2,503.8,235,1
"1099",1,1982,5,2,250,236,1
"1100",2,1984,1,1,NA,NA,1
"1101",1,2011,0,2,NA,NA,1
"1102",1,2011,0,2,NA,NA,1
"1103",1,1932,1,1,NA,NA,1
"1104",2,1938,1,1,NA,NA,1
"1105",1,1938,1,1,NA,NA,1
"1106",2,1936,1,1,NA,NA,1
"1107",1,1952,1,1,NA,NA,1
"1108",2,1957,1,1,NA,NA,1
"1109",2,1984,1,1,208.3,239,1
"1110",2,1989,5,1,NA,NA,1
"1111",1,1967,1,1,1000,312,1
"1112",2,1971,1,1,NA,259,1
"1113",2,2003,0,1,NA,NA,1
"1114",2,2006,0,1,NA,NA,1
"1115",1,1956,1,2,200,792,1
"1116",2,1956,1,2,NA,NA,1
"1117",1,1986,5,2,190,521,1
"1118",1,1947,1,1,166.6,855,1
"1119",2,1953,1,1,NA,873,1
"1120",1,1963,1,1,250,248,2
"1121",2,1966,1,1,NA,NA,2
"1122",1,1995,5,1,NA,NA,2
"1123",2,1999,0,1,NA,NA,2
"1124",1,2001,0,1,NA,NA,2
"1125",1,2005,0,1,NA,NA,2
"1126",1,1944,1,1,160,942,1
"1127",2,1946,1,1,NA,NA,1
"1128",2,1929,2,1,NA,NA,1
"1129",2,1940,2,1,NA,NA,1
"1130",1,1980,1,1,233.3,283,1
"1131",2,1978,1,1,NA,NA,1
"1132",2,2010,0,1,NA,NA,1
"1133",2,2012,0,1,NA,NA,1
"1134",2,1972,5,1,200,254,1
"1135",2,1950,2,2,NA,NA,1
"1136",2,1972,1,2,541.7,312,1
"1137",1,1974,1,2,333.3,152,1
"1138",1,1971,1,2,333.3,222,1
"1139",2,1978,1,2,208.3,152,1
"1140",2,1952,3,1,134.4,952,1
"1141",2,1952,2,1,60,421,1
"1142",1,1979,1,1,158.3,780,2
"1143",2,1979,1,1,158.3,246,2
"1144",1,1977,1,1,478,159,1
"1145",2,1975,1,1,83.33,254,1
"1146",1,2010,0,1,NA,NA,1
"1147",2,1963,2,1,180,421,1
"1148",2,1990,5,1,80,442,1
"1149",2,1992,5,1,170,399,1
"1150",2,1979,1,2,NA,NA,1
"1151",1,1979,1,1,555.2,222,1
"1152",2,2012,0,2,NA,NA,1
"1153",1,1929,2,1,NA,NA,1
"1154",1,1941,1,1,20,941,1
"1155",2,1944,1,1,20,952,1
"1156",1,1941,1,2,NA,NA,1
"1157",2,1942,1,2,NA,530,1
"1158",1,1978,5,1,258,284,1
"1159",1,1974,1,2,262.5,780,1
"1160",2,1974,1,2,NA,NA,1
"1161",2,2006,0,2,NA,NA,1
"1162",1,2010,0,2,NA,NA,1
"1163",1,1940,1,2,NA,NA,2
"1164",2,1942,1,2,NA,NA,2
"1165",1,1981,1,2,200,530,1
"1166",2,1981,1,2,NA,NA,1
"1167",1,2006,0,2,NA,NA,1
"1168",2,2009,0,2,NA,NA,1
"1169",1,1975,1,2,500,222,1
"1170",2,1975,1,2,NA,NA,1
"1171",2,2003,0,2,NA,NA,1
"1172",2,2006,0,2,NA,NA,1
"1173",1,1964,1,1,303.9,313,1
"1174",2,1968,1,1,217,243,1
"1175",2,2001,0,1,NA,NA,1
"1176",2,2003,0,1,NA,NA,1
"1177",1,2005,0,1,NA,NA,1
"1178",2,1927,2,1,NA,NA,1
"1179",1,1977,1,2,341.6,761,1
"1180",1,1997,0,2,NA,NA,1
"1181",1,2000,0,2,NA,NA,1
"1182",2,1977,1,2,174.6,246,1
"1183",2,2001,0,2,NA,NA,1
"1184",1,1961,1,2,NA,792,1
"1185",2,1963,1,1,83,930,1
"1186",1,1995,5,2,63.6,999,1
"1187",1,1959,1,2,242,772,1
"1188",2,1963,1,2,NA,999,1
"1189",2,1989,5,2,60,952,1
"1190",1,1990,5,2,NA,952,1
"1191",1,1970,1,2,343.3,234,1
"1192",2,1971,1,2,NA,NA,1
"1193",2,2006,0,2,NA,NA,1
"1194",1,1971,1,1,291.7,861,1
"1195",2,1975,1,1,516.7,313,1
"1196",2,2002,0,1,NA,NA,1
"1197",1,2005,0,1,NA,NA,1
"1198",1,1973,1,2,550,311,2
"1199",2,1971,1,1,NA,NA,2
"1200",1,2003,0,2,NA,NA,2
"1201",2,2007,0,2,NA,NA,2
"1202",1,1975,1,2,277.2,149,2
"1203",2,1977,1,2,156.9,313,2
"1204",1,2003,0,2,NA,NA,2
"1205",1,2006,0,2,NA,NA,2
"1206",1,1962,1,1,626,312,1
"1207",2,1968,1,1,107,421,1
"1208",2,1995,5,1,NA,NA,1
"1209",1,1997,0,1,NA,NA,1
"1210",1,1968,1,1,526.4,761,1
"1211",2,1974,1,1,120.8,313,1
"1212",2,1999,0,1,NA,NA,1
"1213",2,2001,0,1,NA,NA,1
"1214",1,2003,0,1,NA,NA,1
"1215",1,1973,1,1,NA,NA,1
"1216",2,1974,1,1,38.4,441,1
"1217",1,2001,0,1,NA,NA,1
"1218",2,2008,0,1,NA,NA,1
"1219",1,1975,1,2,NA,522,1
"1220",2,1975,1,1,NA,NA,1
"1221",2,2003,0,1,NA,NA,1
"1222",2,2008,0,1,NA,NA,1
"1223",1,1978,1,1,NA,780,1
"1224",2,1978,1,1,NA,NA,1
"1225",2,2007,0,1,NA,NA,1
"1226",2,2010,0,1,NA,NA,1
"1227",1,1961,1,2,NA,873,1
"1228",2,1963,1,2,100,421,1
"1229",1,1993,5,2,NA,NA,1
"1230",1,1972,1,1,465,231,1
"1231",2,1973,1,1,150,259,1
"1232",1,2002,0,1,NA,NA,1
"1233",2,1942,2,1,NA,NA,1
"1234",1,1970,1,2,436.7,141,1
"1235",2,1971,1,2,NA,NA,1
"1236",1,2000,0,2,NA,NA,1
"1237",1,2004,0,2,NA,NA,1
"1238",1,1949,1,2,NA,873,1
"1239",2,1952,1,2,NA,NA,1
"1240",1,1976,5,2,NA,NA,1
"1241",2,1948,2,1,NA,NA,2
"1242",1,1974,1,2,116,761,1
"1243",2,1975,1,2,83,952,1
"1244",2,1998,0,1,NA,NA,1
"1245",1,2000,0,1,NA,NA,1
"1246",1,2003,0,2,NA,NA,1
"1247",2,2006,0,1,NA,NA,1
"1248",1,1953,1,1,NA,510,1
"1249",2,1959,1,1,NA,NA,1
"1250",2,1981,5,1,160,243,1
"1251",2,1983,5,1,138,313,1
"1252",1,1988,5,1,NA,NA,1
"1253",2,1958,5,1,NA,NA,1
"1254",1,1952,1,1,NA,510,1
"1255",2,1957,1,1,70,247,1
"1256",2,1989,5,1,40,952,1
"1257",2,1990,5,1,100,254,1
"1258",1,1993,5,1,NA,NA,1
"1259",1,1946,1,1,134,930,1
"1260",2,1949,1,1,NA,NA,1
"1261",1,1975,1,1,245,921,2
"1262",1,1978,5,1,244.8,314,1
"1263",2,1981,1,1,NA,NA,2
"1264",1,1961,1,1,NA,773,1
"1265",2,1961,1,2,174,930,1
"1266",1,1990,5,2,170,953,1
"1267",2,1992,5,2,150,253,1
"1268",2,1995,5,2,NA,NA,1
"1269",1,1974,1,2,450.7,312,2
"1270",2,1976,1,2,NA,NA,2
"1271",2,2005,0,2,NA,NA,2
"1272",2,1959,2,1,NA,NA,1
"1273",1,1947,1,2,150.8,942,1
"1274",2,1952,1,1,NA,NA,1
"1275",1,1980,5,1,150,530,1
"1276",1,1982,5,1,325,221,1
"1277",1,1943,1,1,NA,NA,1
"1278",2,1946,1,1,NA,NA,1
"1279",1,1973,5,1,NA,NA,1
"1280",2,1975,5,1,333,320,1
"1281",2,1942,2,1,NA,NA,1
"1282",2,1937,2,1,NA,NA,1
"1283",1,1945,3,2,NA,NA,1
"1284",2,1922,2,2,NA,NA,1
"1285",2,1950,1,2,NA,NA,1
"1286",1,1941,1,2,NA,NA,1
"1287",2,1934,2,1,NA,NA,1
"1288",2,1937,2,1,NA,NA,1
"1289",1,1931,1,1,NA,NA,2
"1290",2,1935,1,1,NA,NA,2
"1291",1,1945,3,1,NA,NA,1
"1292",1,1942,1,1,NA,NA,1
"1293",2,1938,1,1,NA,NA,1
"1294",2,1960,2,1,NA,NA,1
"1295",1,1944,5,2,NA,NA,1
"1296",1,1958,1,1,NA,NA,1
"1297",1,1992,5,1,144.5,442,1
"1298",2,1964,1,1,167.6,442,1
"1299",1,1932,1,1,NA,NA,1
"1300",2,1943,1,1,NA,NA,1
"1301",2,1941,2,1,NA,NA,1
"1302",1,1951,2,2,NA,NA,1
"1303",2,1994,5,2,NA,NA,1
"1304",1,1946,1,2,45.5,271,2
"1305",2,1948,1,2,NA,NA,2
"1306",1,1962,1,1,NA,NA,1
"1307",2,1963,1,1,505.8,252,1
"1308",1,1996,5,1,NA,NA,1
"1309",1,1943,1,1,NA,NA,1
"1310",2,1947,1,1,NA,NA,1
"1311",2,1935,2,1,NA,NA,1
"1312",1,1976,5,1,178,953,1
"1313",1,1967,1,2,590.3,312,1
"1314",2,1974,1,2,NA,NA,1
"1315",2,2004,0,2,NA,NA,1
"1316",2,2008,0,2,NA,NA,1
"1317",2,1963,2,1,349.7,312,1
"1318",1,1967,1,1,253,521,1
"1319",2,1973,1,1,267.1,312,1
"1320",2,2000,0,1,NA,NA,1
"1321",1,2002,0,1,NA,NA,1
"1322",1,1945,2,2,NA,NA,1
"1323",1,1939,1,2,NA,NA,1
"1324",2,1943,1,2,83,941,1
"1325",2,1969,3,2,100,510,1
"1326",2,1997,0,2,NA,NA,1
"1327",2,1999,0,2,NA,NA,1
"1328",1,2006,0,2,NA,NA,1
"1329",1,1946,1,2,NA,NA,6
"1330",2,1952,1,2,NA,NA,6
"1331",2,1982,1,2,NA,NA,1
"1332",1,1979,1,2,233.3,752,1
"1333",1,1954,1,2,NA,922,1
"1334",2,1958,1,1,100.7,941,1
"1335",1,1985,5,2,168,442,1
"1336",1,1990,5,2,NA,NA,1
"1337",1,1935,1,2,NA,NA,1
"1338",2,1940,1,1,31.7,930,1
"1339",1,1934,6,1,NA,NA,1
"1340",2,1939,2,1,NA,NA,1
"1341",1,1963,1,2,184,910,1
"1342",2,1965,1,2,341.3,246,1
"1343",1,1989,5,2,229.2,246,1
"1344",1,1991,5,2,NA,NA,1
"1345",1,1976,1,2,332.6,841,5
"1346",2,1980,1,1,NA,NA,5
"1347",1,2006,0,1,NA,NA,5
"1348",2,2009,0,1,NA,NA,5
"1349",1,1948,1,2,NA,NA,1
"1350",2,1950,1,2,NA,NA,1
"1351",1,1927,1,1,NA,NA,1
"1352",2,1934,1,1,NA,NA,1
"1353",2,1963,2,2,98,930,1
"1354",2,1985,1,2,NA,NA,2
"1355",2,1992,5,2,83,314,1
"1356",1,1980,1,2,393.7,792,2
"1357",1,2010,0,2,NA,NA,2
"1358",2,2012,0,2,NA,NA,2
"1359",1,1960,1,2,NA,235,2
"1360",2,1963,1,1,100,864,2
"1361",2,1988,5,2,180,442,2
"1362",2,1990,5,2,NA,NA,2
"1363",2,1993,5,2,NA,NA,2
"1364",1,1973,1,1,407,753,1
"1365",2,1974,1,1,NA,NA,1
"1366",1,2002,0,1,NA,NA,1
"1367",2,2006,0,1,NA,NA,1
"1368",1,1974,1,2,300,274,1
"1369",2,1976,1,2,NA,NA,1
"1370",1,2002,0,2,NA,NA,1
"1371",1,2006,0,2,NA,NA,1
"1372",1,2011,0,2,NA,NA,1
"1373",1,1941,1,2,NA,NA,1
"1374",2,1942,1,1,NA,NA,1
"1375",2,1971,5,2,150,254,1
"1376",2,1938,2,1,NA,NA,1
"1377",1,1942,1,2,NA,NA,1
"1378",2,1948,1,1,NA,NA,1
"1379",1,1970,5,2,160,772,1
"1380",1,1972,5,2,160,799,1
"1381",1,1964,1,1,367.5,922,2
"1382",2,1967,1,1,NA,NA,2
"1383",2,1991,1,1,NA,NA,2
"1384",2,2001,0,1,NA,NA,2
"1385",1,1970,1,2,260,773,1
"1386",2,1971,1,2,112,722,1
"1387",1,1996,5,2,NA,NA,1
"1388",1,1999,0,2,NA,NA,1
"1389",1,1941,1,2,NA,NA,1
"1390",2,1941,1,2,NA,NA,1
"1391",1,1978,5,2,NA,NA,1
"1392",2,1934,2,2,NA,NA,1
"1393",2,1944,2,1,NA,NA,1
"1394",1,1953,1,2,NA,NA,1
"1395",2,1952,1,2,154,930,1
"1396",1,1984,5,2,NA,NA,1
"1397",1,1977,1,2,517.2,239,2
"1398",2,1977,1,2,NA,NA,2
"1399",1,2006,0,2,NA,NA,2
"1400",1,2008,0,2,NA,NA,2
"1401",1,1973,1,1,730,510,2
"1402",2,1978,1,1,NA,NA,2
"1403",1,2003,0,1,NA,NA,2
"1404",2,2005,0,1,NA,NA,2
"1405",2,1933,2,2,NA,NA,1
"1406",1,1971,1,2,NA,521,1
"1407",2,1973,1,2,NA,NA,1
"1408",2,1995,5,2,NA,NA,1
"1409",1,1999,0,2,NA,NA,1
